ticker,strategy_code,template_code,template_label,entry_rule,exit_mode,target_pct,stop_pct,holding_days,state_size,state_signature,feature_keys,m_trades,m_success,m_win_pct,m_avg_return_pct,m_net_return_pct,m_take_profit,m_stop_loss,m_profit_factor,m_returns,m1_trades,m1_success,m1_win_pct,m1_avg_return_pct,m2_trades,m2_success,m2_win_pct,m2_avg_return_pct,m3_trades,m3_success,m3_win_pct,m3_avg_return_pct,v_trades,v_success,v_win_pct,v_avg_return_pct,v_profit_factor,v_returns,o_trades,o_success,o_win_pct,o_avg_return_pct,o_profit_factor,o_returns,first_trade_date,last_trade_date,wilson_ci95_lower_pct,binomial_p_mining,binomial_p_val,bootstrap_avg_return_lower_pct,bootstrap_avg_return_upper_pct,walk_forward_status,fdr_q_value,final_score
EGIE3,r10_swing_EGIE3_open_tp4_0_sl3_0_cap20__3f__close_vs_sma200=up_1_5__close_vs_sma50=near__vol_ratio_5v20=very_low,open_tp4_0_sl3_0_cap20,open -> alvo 4% / stop 3% em ate 20 pregoes,open,target_stop_swing,4.0000,3.0000,20,3,Fechamento vs MM200: acima leve; Fechamento vs MM50: perto do equilibrio; Volatilidade 5D vs 20D: muito baixo,"close_vs_sma200,close_vs_sma50,vol_ratio_5v20",34,32,94.1176,3.5882,122.0000,32,2,21.3333,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-3.000000;-3.000000,18,18,100.0000,4.0000,14,14,100.0000,4.0000,2,0,0.0000,-3.0000,32,32,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,0.0000,,2018-05-08,2025-11-04,80.9061,1.34033e-07,7.73015e-09,2.9706,4.0000,PASSOU 2/2 (100%/100%/—),1.26592e-06,723.9656
EGIE3,r10_swing_EGIE3_close_tp4_0_sl3_0_cap15__3f__close_vs_sma200=up_1_5__close_vs_sma50=near__vol_ratio_5v20=very_low,close_tp4_0_sl3_0_cap15,close -> alvo 4% / stop 3% em ate 15 pregoes,close,target_stop_swing,4.0000,3.0000,15,3,Fechamento vs MM200: acima leve; Fechamento vs MM50: perto do equilibrio; Volatilidade 5D vs 20D: muito baixo,"close_vs_sma200,close_vs_sma50,vol_ratio_5v20",34,32,94.1176,3.5882,122.0000,32,2,21.3333,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-3.000000;-3.000000,18,18,100.0000,4.0000,14,14,100.0000,4.0000,2,0,0.0000,-3.0000,32,32,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,0.0000,,2018-05-07,2025-11-03,80.9061,1.34033e-07,7.73015e-09,2.9706,4.0000,PASSOU 2/2 (100%/100%/—),1.26592e-06,723.9656
EGIE3,r10_swing_EGIE3_close_tp4_0_sl3_0_cap20__3f__close_vs_sma200=up_1_5__close_vs_sma50=near__vol_ratio_5v20=very_low,close_tp4_0_sl3_0_cap20,close -> alvo 4% / stop 3% em ate 20 pregoes,close,target_stop_swing,4.0000,3.0000,20,3,Fechamento vs MM200: acima leve; Fechamento vs MM50: perto do equilibrio; Volatilidade 5D vs 20D: muito baixo,"close_vs_sma200,close_vs_sma50,vol_ratio_5v20",34,32,94.1176,3.5882,122.0000,32,2,21.3333,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-3.000000;-3.000000,18,18,100.0000,4.0000,14,14,100.0000,4.0000,2,0,0.0000,-3.0000,32,32,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,0.0000,,2018-05-07,2025-11-03,80.9061,1.34033e-07,7.73015e-09,2.9706,4.0000,PASSOU 2/2 (100%/100%/—),1.26592e-06,723.9656
FLRY3,r10_swing_FLRY3_open_tp4_0_sl4_0_cap15__3f__close_vs_ema200=far_up__close_vs_sma20=up_1_5__range_position_10d=middle,open_tp4_0_sl4_0_cap15,open -> alvo 4% / stop 4% em ate 15 pregoes,open,target_stop_swing,4.0000,4.0000,15,3,Fechamento vs EMA200: muito acima; Fechamento vs MM20: acima leve; Posicao no range 10D: fechou no meio,"close_vs_ema200,close_vs_sma20,range_position_10d",36,34,94.4444,3.5556,128.0000,34,2,17.0000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,28,26,92.8571,3.4286,0,0,0.0000,0.0000,8,8,100.0000,4.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,28,18,64.2857,1.1429,1.8000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000,2019-11-13,2026-04-22,81.8550,4.83165e-08,3.87556e-06,2.8889,4.0000,PASSOU 2/2 (92%/—/100%),5.84958e-07,723.8988
FLRY3,r10_swing_FLRY3_open_tp4_0_sl4_0_cap20__3f__close_vs_ema200=far_up__close_vs_sma20=up_1_5__range_position_10d=middle,open_tp4_0_sl4_0_cap20,open -> alvo 4% / stop 4% em ate 20 pregoes,open,target_stop_swing,4.0000,4.0000,20,3,Fechamento vs EMA200: muito acima; Fechamento vs MM20: acima leve; Posicao no range 10D: fechou no meio,"close_vs_ema200,close_vs_sma20,range_position_10d",36,34,94.4444,3.5556,128.0000,34,2,17.0000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,28,26,92.8571,3.4286,0,0,0.0000,0.0000,8,8,100.0000,4.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,28,18,64.2857,1.1429,1.8000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000,2019-11-13,2026-04-22,81.8550,4.83165e-08,3.87556e-06,2.8889,4.0000,PASSOU 2/2 (92%/—/100%),5.84958e-07,723.8988
FLRY3,r10_swing_FLRY3_close_tp4_0_sl4_0_cap15__3f__close_vs_ema200=far_up__close_vs_sma20=up_1_5__range_position_10d=middle,close_tp4_0_sl4_0_cap15,close -> alvo 4% / stop 4% em ate 15 pregoes,close,target_stop_swing,4.0000,4.0000,15,3,Fechamento vs EMA200: muito acima; Fechamento vs MM20: acima leve; Posicao no range 10D: fechou no meio,"close_vs_ema200,close_vs_sma20,range_position_10d",36,34,94.4444,3.5556,128.0000,34,2,17.0000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,28,26,92.8571,3.4286,0,0,0.0000,0.0000,8,8,100.0000,4.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,28,18,64.2857,1.1429,1.8000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000,2019-11-12,2026-04-20,81.8550,4.83165e-08,3.87556e-06,2.8889,4.0000,PASSOU 2/2 (92%/—/100%),5.84958e-07,723.8988
FLRY3,r10_swing_FLRY3_close_tp4_0_sl4_0_cap20__3f__close_vs_ema200=far_up__close_vs_sma20=up_1_5__range_position_10d=middle,close_tp4_0_sl4_0_cap20,close -> alvo 4% / stop 4% em ate 20 pregoes,close,target_stop_swing,4.0000,4.0000,20,3,Fechamento vs EMA200: muito acima; Fechamento vs MM20: acima leve; Posicao no range 10D: fechou no meio,"close_vs_ema200,close_vs_sma20,range_position_10d",36,34,94.4444,3.5556,128.0000,34,2,17.0000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,28,26,92.8571,3.4286,0,0,0.0000,0.0000,8,8,100.0000,4.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,28,18,64.2857,1.1429,1.8000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000;-4.000000,2019-11-12,2026-04-20,81.8550,4.83165e-08,3.87556e-06,2.8889,4.0000,PASSOU 2/2 (92%/—/100%),5.84958e-07,723.8988
RDOR3,r10_swing_RDOR3_close_tp4_0_sl4_0_cap15__3f__drawdown_20d=dd_1_3__range_position_5d=upper_band__sma20_vs_sma50=near,close_tp4_0_sl4_0_cap15,close -> alvo 4% / stop 4% em ate 15 pregoes,close,target_stop_swing,4.0000,4.0000,15,3,Queda desde maxima 20D: 1% a 3% abaixo da maxima; Posicao no range 5D: fechou na metade superior; MM20 vs MM50: perto do equilibrio,"drawdown_20d,range_position_5d,sma20_vs_sma50",36,34,94.4444,3.5556,128.0000,34,2,17.0000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,20,20,100.0000,4.0000,16,14,87.5000,3.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,2,0,0.0000,-4.0000,0.0000,-4.000000;-4.000000,2021-04-23,2026-01-28,81.8550,4.83165e-08,3.87556e-06,2.8889,4.0000,PASSOU 2/2 (—/100%/87%),5.84958e-07,723.8988
RDOR3,r10_swing_RDOR3_close_tp4_0_sl4_0_cap20__3f__drawdown_20d=dd_1_3__range_position_5d=upper_band__sma20_vs_sma50=near,close_tp4_0_sl4_0_cap20,close -> alvo 4% / stop 4% em ate 20 pregoes,close,target_stop_swing,4.0000,4.0000,20,3,Queda desde maxima 20D: 1% a 3% abaixo da maxima; Posicao no range 5D: fechou na metade superior; MM20 vs MM50: perto do equilibrio,"drawdown_20d,range_position_5d,sma20_vs_sma50",36,34,94.4444,3.5556,128.0000,34,2,17.0000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,20,20,100.0000,4.0000,16,14,87.5000,3.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,2,0,0.0000,-4.0000,0.0000,-4.000000;-4.000000,2021-04-23,2026-01-28,81.8550,4.83165e-08,3.87556e-06,2.8889,4.0000,PASSOU 2/2 (—/100%/87%),5.84958e-07,723.8988
SLCE3,r10_swing_SLCE3_open_tp4_0_sl4_0_cap20__3f__close_vs_ema200=far_dn__gap_filled_prev=no_gap__prev_ret_1d=flat,open_tp4_0_sl4_0_cap20,open -> alvo 4% / stop 4% em ate 20 pregoes,open,target_stop_swing,4.0000,4.0000,20,3,Fechamento vs EMA200: muito abaixo; Gap do candle de referencia preenchido: sem gap relevante; Retorno acumulado 1D: neutro,"close_vs_ema200,gap_filled_prev,prev_ret_1d",36,34,94.4444,3.5556,128.0000,34,2,17.0000,4.000000;4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,26,24,92.3077,3.3846,4,4,100.0000,4.0000,6,6,100.0000,4.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,0.0000,,2019-01-11,2025-10-20,81.8550,4.83165e-08,3.87556e-06,2.8889,4.0000,PASSOU 3/3 (92%/100%/100%),5.84958e-07,723.8988
GOAU4,r10_swing_GOAU4_open_tp4_0_sl4_0_cap15__3f__bb_position_20=near_high__month_of_year=q4__vol_ratio_5v20=low,open_tp4_0_sl4_0_cap15,open -> alvo 4% / stop 4% em ate 15 pregoes,open,target_stop_swing,4.0000,4.0000,15,3,Posicao nas Bandas de Bollinger 20D: fechou perto da maxima; Mes do ano (trimestre): quarto trimestre; Volatilidade 5D vs 20D: baixo,"bb_position_20,month_of_year,vol_ratio_5v20",36,34,94.4444,3.5556,128.0000,34,2,17.0000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,22,22,100.0000,4.0000,8,6,75.0000,2.0000,6,6,100.0000,4.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,0.0000,,2018-11-01,2025-12-22,81.8550,4.83165e-08,3.87556e-06,2.8889,4.0000,PASSOU 3/3 (100%/75%/100%),5.84958e-07,723.8988
GOAU4,r10_swing_GOAU4_open_tp4_0_sl4_0_cap20__3f__bb_position_20=near_high__month_of_year=q4__vol_ratio_5v20=low,open_tp4_0_sl4_0_cap20,open -> alvo 4% / stop 4% em ate 20 pregoes,open,target_stop_swing,4.0000,4.0000,20,3,Posicao nas Bandas de Bollinger 20D: fechou perto da maxima; Mes do ano (trimestre): quarto trimestre; Volatilidade 5D vs 20D: baixo,"bb_position_20,month_of_year,vol_ratio_5v20",36,34,94.4444,3.5556,128.0000,34,2,17.0000,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,22,22,100.0000,4.0000,8,6,75.0000,2.0000,6,6,100.0000,4.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,0.0000,,2018-11-01,2025-12-22,81.8550,4.83165e-08,3.87556e-06,2.8889,4.0000,PASSOU 3/3 (100%/75%/100%),5.84958e-07,723.8988
GOAU4,r10_swing_GOAU4_close_tp4_0_sl4_0_cap15__3f__close_vs_sma200=far_dn__positive_days_10d=neutral__upper_wick_ratio_prev=low,close_tp4_0_sl4_0_cap15,close -> alvo 4% / stop 4% em ate 15 pregoes,close,target_stop_swing,4.0000,4.0000,15,3,Fechamento vs MM200: muito abaixo; Dias positivos nos ultimos 10 pregoes: 4 a 5 dias positivos em 10D; Pavio superior do candle: baixo,"close_vs_sma200,positive_days_10d,upper_wick_ratio_prev",36,34,94.4444,3.5556,128.0000,34,2,17.0000,4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,22,20,90.9091,3.2727,6,6,100.0000,4.0000,8,8,100.0000,4.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,0.0000,,2019-05-23,2025-05-26,81.8550,4.83165e-08,3.87556e-06,2.8889,4.0000,PASSOU 3/3 (90%/100%/100%),5.84958e-07,723.8988
GOAU4,r10_swing_GOAU4_close_tp4_0_sl4_0_cap20__3f__close_vs_sma200=far_dn__positive_days_10d=neutral__upper_wick_ratio_prev=low,close_tp4_0_sl4_0_cap20,close -> alvo 4% / stop 4% em ate 20 pregoes,close,target_stop_swing,4.0000,4.0000,20,3,Fechamento vs MM200: muito abaixo; Dias positivos nos ultimos 10 pregoes: 4 a 5 dias positivos em 10D; Pavio superior do candle: baixo,"close_vs_sma200,positive_days_10d,upper_wick_ratio_prev",36,34,94.4444,3.5556,128.0000,34,2,17.0000,4.000000;4.000000;4.000000;4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,22,20,90.9091,3.2727,6,6,100.0000,4.0000,8,8,100.0000,4.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,0.0000,,2019-05-23,2025-05-26,81.8550,4.83165e-08,3.87556e-06,2.8889,4.0000,PASSOU 3/3 (90%/100%/100%),5.84958e-07,723.8988
EGIE3,r10_swing_EGIE3_close_tp4_0_sl4_0_cap20__3f__close_vs_sma200=dn_5_10__rebound_5d=reb_1_3__sma50_slope_10d=near,close_tp4_0_sl4_0_cap20,close -> alvo 4% / stop 4% em ate 20 pregoes,close,target_stop_swing,4.0000,4.0000,20,3,Fechamento vs MM200: abaixo forte; Distancia desde minima 5D: 1% a 3% acima da minima; Inclinacao da MM50 em 10D: perto do equilibrio,"close_vs_sma200,rebound_5d,sma50_slope_10d",68,62,91.1765,3.3426,227.2999,62,4,11.9806,-4.000000;-4.000000;-4.000000;-4.000000;4.000000;4.000000;4.000000;4.000000;-2.350053;-2.350053;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,22,16,72.7273,1.9682,42,42,100.0000,4.0000,4,4,100.0000,4.0000,20,20,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,0.0000,,2020-09-24,2025-03-14,82.0560,5.60041e-12,3.87556e-06,2.8029,3.7890,PASSOU 3/3 (72%/100%/100%),9.01055e-10,723.8138
TAEE11,r10_swing_TAEE11_open_tp4_0_sl4_0_cap20__3f__month_of_year=q4__rebound_5d=near_low__sma50_slope_20d=up_1_5,open_tp4_0_sl4_0_cap20,open -> alvo 4% / stop 4% em ate 20 pregoes,open,target_stop_swing,4.0000,4.0000,20,3,Mes do ano (trimestre): quarto trimestre; Distancia desde minima 5D: perto da minima; Inclinacao da MM50 em 20D: acima leve,"month_of_year,rebound_5d,sma50_slope_20d",32,30,93.7500,3.8994,124.7806,30,0,INF,4.000000;4.000000;4.000000;4.000000;2.390284;2.390284;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,10,8,80.0000,3.6781,4,4,100.0000,4.0000,18,18,100.0000,4.0000,16,16,100.0000,4.0000,INF,4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0,0,0.0000,0.0000,0.0000,,2018-10-15,2025-10-15,79.8525,3.72109e-07,3.1686e-05,3.7485,4.0000,PASSOU 3/3 (80%/100%/100%),2.72006e-06,723.7116
KLBN11,r10_swing_KLBN11_close_tp6_0_sl4_0_cap20__3f__month_of_year=q4__range_position_10d=lower_band__sma50_slope_20d=near,close_tp6_0_sl4_0_cap20,close -> alvo 6% / stop 4% em ate 20 pregoes,close,target_stop_swing,6.0000,4.0000,20,3,Mes do ano (trimestre): quarto trimestre; Posicao no range 10D: fechou na metade inferior; Inclinacao da MM50 em 20D: perto do equilibrio,"month_of_year,range_position_10d,sma50_slope_20d",54,46,85.1852,4.5185,244.0000,46,8,8.6250,-4.000000;-4.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;-4.000000;-4.000000;6.000000;6.000000;-4.000000;-4.000000;-4.000000;-4.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000,24,22,91.6667,5.1667,0,0,0.0000,0.0000,30,24,80.0000,4.0000,18,18,100.0000,6.0000,INF,6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000,0,0,0.0000,0.0000,0.0000,,2018-10-05,2025-11-26,73.3996,1.16548e-07,1.10526e-05,3.5926,5.4444,PASSOU 2/2 (91%/—/80%),1.18756e-06,723.6618
LREN3,r10_swing_LREN3_close_tp6_0_sl4_0_cap20__3f__close_vs_ema200=dn_5_10__rebound_10d=reb_6_10__vol_ratio_5v20=very_low,close_tp6_0_sl4_0_cap20,close -> alvo 6% / stop 4% em ate 20 pregoes,close,target_stop_swing,6.0000,4.0000,20,3,Fechamento vs EMA200: abaixo forte; Distancia desde minima 10D: 6% a 10% acima da minima; Volatilidade 5D vs 20D: muito baixo,"close_vs_ema200,rebound_10d,vol_ratio_5v20",34,30,88.2353,4.8235,164.0000,30,4,11.2500,6.000000;6.000000;6.000000;6.000000;-4.000000;-4.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;-4.000000;-4.000000,4,4,100.0000,6.0000,12,10,83.3333,4.3333,18,16,88.8889,4.8889,16,16,100.0000,6.0000,INF,6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000;6.000000,6,6,100.0000,6.0000,INF,6.000000;6.000000;6.000000;6.000000;6.000000;6.000000,2018-07-11,2026-01-16,73.3788,4.12146e-06,3.1686e-05,3.6471,5.7059,PASSOU 3/3 (100%/83%/88%),1.67511e-05,723.4793
