rank,ticker,strategy_code,template_code,template_label,entry_rule,exit_mode,target_pct,stop_pct,holding_days,state_size,state_signature,feature_keys,m_trades,m_win_pct,m_avg_return_pct,m_profit_factor,m_take_profit,m_stop_loss,m1_trades,m1_win_pct,m1_avg_return_pct,m2_trades,m2_win_pct,m2_avg_return_pct,m3_trades,m3_win_pct,m3_avg_return_pct,v_trades,v_win_pct,v_avg_return_pct,v_profit_factor,o_trades,o_win_pct,o_avg_return_pct,o_profit_factor,wilson_ci95_lower_pct,binomial_p_mining,binomial_p_val,bootstrap_avg_return_lower_pct,bootstrap_avg_return_upper_pct,walk_forward_status,fdr_q_value,final_score,first_trade_date,last_trade_date
2,BBAS3,r10_swing_BBAS3_open_tp6_0_sl4_0_cap15__3f__close_vs_ema200=up_5_10__prev_ret_20d=shock_up__rsi_14=high,open_tp6_0_sl4_0_cap15,open -> alvo 6% / stop 4% em ate 15 pregoes,open,target_stop_swing,6.0000,4.0000,15,3,Fechamento vs EMA200: acima forte; Retorno acumulado 20D: choque de alta; RSI 14 periodos: RSI alto,"close_vs_ema200,prev_ret_20d,rsi_14",40,90.0000,5.0000,13.5000,36,4,12,83.3333,4.3333,26,92.3077,5.2308,2,100.0000,6.0000,24,100.0000,6.0000,INF,6,100.0000,6.0000,INF,76.9479,2.10372e-07,4.82368e-07,4.0000,5.7500,PASSOU 2/2 (83%/92%/—),1.85637e-06,738.9381,2018-10-04,2026-01-27
3,BBAS3,r10_swing_BBAS3_open_tp6_0_sl4_0_cap20__3f__close_vs_ema200=up_5_10__prev_ret_20d=shock_up__rsi_14=high,open_tp6_0_sl4_0_cap20,open -> alvo 6% / stop 4% em ate 20 pregoes,open,target_stop_swing,6.0000,4.0000,20,3,Fechamento vs EMA200: acima forte; Retorno acumulado 20D: choque de alta; RSI 14 periodos: RSI alto,"close_vs_ema200,prev_ret_20d,rsi_14",40,90.0000,5.0000,13.5000,36,4,12,83.3333,4.3333,26,92.3077,5.2308,2,100.0000,6.0000,24,100.0000,6.0000,INF,6,100.0000,6.0000,INF,76.9479,2.10372e-07,4.82368e-07,4.0000,5.7500,PASSOU 2/2 (83%/92%/—),1.85637e-06,738.9381,2018-10-04,2026-01-27
1,BBDC3,r10_swing_BBDC3_open_tp4_0_sl4_0_cap20__3f__month_of_year=q2__range_position_20d=near_high__sma20_vs_sma50=up_1_5,open_tp4_0_sl4_0_cap20,open -> alvo 4% / stop 4% em ate 20 pregoes,open,target_stop_swing,4.0000,4.0000,20,3,Mes do ano (trimestre): segundo trimestre; Posicao no range 20D: fechou perto da maxima; MM20 vs MM50: acima leve,"month_of_year,range_position_20d,sma20_vs_sma50",52,84.6154,2.7692,5.5000,44,8,8,75.0000,2.0000,24,75.0000,2.0000,20,100.0000,4.0000,16,100.0000,4.0000,INF,0,0.0000,0.0000,0.0000,72.4757,2.98788e-07,3.1686e-05,2.0000,3.5385,PASSOU 3/3 (75%/75%/100%),2.34815e-06,687.5932,2019-06-21,2025-05-09
1,BBDC4,r10_swing_BBDC4_close_tp4_0_sl4_0_cap20__3f__close_vs_ema200=up_5_10__month_of_year=q2__sma5_vs_sma20=up_1_5,close_tp4_0_sl4_0_cap20,close -> alvo 4% / stop 4% em ate 20 pregoes,close,target_stop_swing,4.0000,4.0000,20,3,Fechamento vs EMA200: acima forte; Mes do ano (trimestre): segundo trimestre; MM5 vs MM20: acima leve,"close_vs_ema200,month_of_year,sma5_vs_sma20",34,88.2353,3.0588,7.5000,30,4,0,0.0000,0.0000,18,88.8889,3.1111,16,87.5000,3.0000,16,100.0000,4.0000,INF,0,0.0000,0.0000,0.0000,73.3788,4.12146e-06,3.1686e-05,2.1176,3.7647,PASSOU 2/2 (—/88%/87%),1.67511e-05,691.2433,2021-04-01,2025-05-06
2,BBDC4,r10_swing_BBDC4_open_tp4_0_sl4_0_cap20__3f__day_of_month_bucket=second_half__drawdown_10d=near_high__prev_ret_3d=up_3_5,open_tp4_0_sl4_0_cap20,open -> alvo 4% / stop 4% em ate 20 pregoes,open,target_stop_swing,4.0000,4.0000,20,3,Dia do mes (bucket): segunda metade; Queda desde maxima 10D: perto da maxima; Retorno acumulado 3D: alta de 3% a 5%,"day_of_month_bucket,drawdown_10d,prev_ret_3d",68,82.3529,2.5882,4.6667,56,12,32,93.7500,3.5000,28,71.4286,1.7143,8,75.0000,2.0000,18,100.0000,4.0000,INF,4,50.0000,0.0000,1.0000,71.6393,4.76687e-08,1.10526e-05,1.7647,3.2941,PASSOU 3/3 (93%/71%/75%),5.84958e-07,683.7577,2018-01-18,2026-02-23
3,BBDC4,r10_swing_BBDC4_close_tp4_0_sl4_0_cap20__3f__month_of_year=q4__rebound_5d=reb_1_3__rsi_14=neutral_low,close_tp4_0_sl4_0_cap20,close -> alvo 4% / stop 4% em ate 20 pregoes,close,target_stop_swing,4.0000,4.0000,20,3,Mes do ano (trimestre): quarto trimestre; Distancia desde minima 5D: 1% a 3% acima da minima; RSI 14 periodos: RSI neutro baixo,"month_of_year,rebound_5d,rsi_14",112,78.5714,2.4057,4.0618,88,22,38,89.4737,3.5115,56,71.4286,1.7143,18,77.7778,2.2222,20,100.0000,4.0000,INF,0,0.0000,0.0000,0.0000,70.0918,7.38589e-10,3.87556e-06,1.7999,2.9656,PASSOU 3/3 (89%/71%/77%),3.23645e-08,679.8972,2018-10-01,2025-12-29
1,BBSE3,r10_swing_BBSE3_close_tp4_0_sl4_0_cap20__3f__close_vs_ema200=up_1_5__rsi_14=neutral_high__sma20_vs_sma50=up_1_5,close_tp4_0_sl4_0_cap20,close -> alvo 4% / stop 4% em ate 20 pregoes,close,target_stop_swing,4.0000,4.0000,20,3,Fechamento vs EMA200: acima leve; RSI 14 periodos: RSI neutro alto; MM20 vs MM50: acima leve,"close_vs_ema200,rsi_14,sma20_vs_sma50",38,89.4737,3.8215,INF,34,0,22,100.0000,4.0000,0,0.0000,0.0000,16,75.0000,3.5762,18,100.0000,4.0000,INF,6,100.0000,4.0000,INF,75.8692,5.68336e-07,1.10526e-05,3.6100,3.9719,PASSOU 2/2 (100%/—/75%),3.85835e-06,711.2098,2018-10-18,2026-01-19
2,BBSE3,r10_swing_BBSE3_open_tp4_0_sl4_0_cap20__3f__close_vs_sma50=up_1_5__day_of_month_bucket=first_half__prev_ret_3d_z20=rel_soft_dn,open_tp4_0_sl4_0_cap20,open -> alvo 4% / stop 4% em ate 20 pregoes,open,target_stop_swing,4.0000,4.0000,20,3,Fechamento vs MM50: acima leve; Dia do mes (bucket): primeira metade; Retorno 3D em z-score 20D: levemente abaixo,"close_vs_sma50,day_of_month_bucket,prev_ret_3d_z20",30,86.6667,2.9333,6.5000,26,4,8,100.0000,4.0000,12,83.3333,2.6667,10,80.0000,2.4000,18,100.0000,4.0000,INF,6,33.3333,-1.3333,0.5000,70.3183,2.9532e-05,1.10526e-05,1.8667,3.7333,PASSOU 3/3 (100%/83%/80%),7.25605e-05,680.6107,2018-01-11,2026-04-15
1,BEEF3,r10_swing_BEEF3_close_tp4_0_sl4_0_cap10__3f__close_vs_ema200=up_5_10__close_vs_sma20=far_up__rsi_14=high,close_tp4_0_sl4_0_cap10,close -> alvo 4% / stop 4% em ate 10 pregoes,close,target_stop_swing,4.0000,4.0000,10,3,Fechamento vs EMA200: acima forte; Fechamento vs MM20: muito acima; RSI 14 periodos: RSI alto,"close_vs_ema200,close_vs_sma20,rsi_14",30,100.0000,4.0000,INF,30,0,0,0.0000,0.0000,18,100.0000,4.0000,12,100.0000,4.0000,16,100.0000,4.0000,INF,8,0.0000,-2.1600,0.0538,88.6483,2.16546e-08,3.1686e-05,4.0000,4.0000,PASSOU 2/2 (—/100%/100%),3.28966e-07,752.1110,2021-04-12,2026-01-29
2,BEEF3,r10_swing_BEEF3_close_tp4_0_sl4_0_cap15__3f__close_vs_ema200=up_5_10__close_vs_sma20=far_up__rsi_14=high,close_tp4_0_sl4_0_cap15,close -> alvo 4% / stop 4% em ate 15 pregoes,close,target_stop_swing,4.0000,4.0000,15,3,Fechamento vs EMA200: acima forte; Fechamento vs MM20: muito acima; RSI 14 periodos: RSI alto,"close_vs_ema200,close_vs_sma20,rsi_14",30,100.0000,4.0000,INF,30,0,0,0.0000,0.0000,18,100.0000,4.0000,12,100.0000,4.0000,16,100.0000,4.0000,INF,8,0.0000,-4.0000,0.0000,88.6483,2.16546e-08,3.1686e-05,4.0000,4.0000,PASSOU 2/2 (—/100%/100%),3.28966e-07,752.1110,2021-04-12,2026-01-29
3,BEEF3,r10_swing_BEEF3_close_tp4_0_sl4_0_cap20__3f__close_vs_ema200=up_5_10__close_vs_sma20=far_up__rsi_14=high,close_tp4_0_sl4_0_cap20,close -> alvo 4% / stop 4% em ate 20 pregoes,close,target_stop_swing,4.0000,4.0000,20,3,Fechamento vs EMA200: acima forte; Fechamento vs MM20: muito acima; RSI 14 periodos: RSI alto,"close_vs_ema200,close_vs_sma20,rsi_14",30,100.0000,4.0000,INF,30,0,0,0.0000,0.0000,18,100.0000,4.0000,12,100.0000,4.0000,16,100.0000,4.0000,INF,8,0.0000,-4.0000,0.0000,88.6483,2.16546e-08,3.1686e-05,4.0000,4.0000,PASSOU 2/2 (—/100%/100%),3.28966e-07,752.1110,2021-04-12,2026-01-29
1,BPAC11,r10_swing_BPAC11_open_tp4_0_sl4_0_cap20__3f__day_of_month_bucket=first_half__sma50_slope_20d=up_1_5__volume_ratio_5v20=low,open_tp4_0_sl4_0_cap20,open -> alvo 4% / stop 4% em ate 20 pregoes,open,target_stop_swing,4.0000,4.0000,20,3,Dia do mes (bucket): primeira metade; Inclinacao da MM50 em 20D: acima leve; Volume 5D vs 20D: baixo,"day_of_month_bucket,sma50_slope_20d,volume_ratio_5v20",60,90.0000,3.4031,13.7616,54,4,18,88.8889,3.1111,4,100.0000,4.0000,38,89.4737,3.4786,16,100.0000,4.0000,INF,0,0.0000,0.0000,0.0000,79.8503,2.89339e-10,3.1686e-05,2.8698,3.8667,PASSOU 3/3 (88%/100%/89%),1.62289e-08,716.6754,2018-02-08,2025-11-10
2,BPAC11,r10_swing_BPAC11_open_tp4_0_sl4_0_cap15__3f__day_of_month_bucket=first_half__sma50_slope_20d=up_1_5__volume_ratio_5v20=low,open_tp4_0_sl4_0_cap15,open -> alvo 4% / stop 4% em ate 15 pregoes,open,target_stop_swing,4.0000,4.0000,15,3,Dia do mes (bucket): primeira metade; Inclinacao da MM50 em 20D: acima leve; Volume 5D vs 20D: baixo,"day_of_month_bucket,sma50_slope_20d,volume_ratio_5v20",60,90.0000,3.3816,13.6808,54,4,18,88.8889,3.1111,4,100.0000,4.0000,38,89.4737,3.4446,16,100.0000,4.0000,INF,0,0.0000,0.0000,0.0000,79.8503,2.89339e-10,3.1686e-05,2.8482,3.8667,PASSOU 3/3 (88%/100%/89%),1.62289e-08,716.5026,2018-02-08,2025-11-10
3,BPAC11,r10_swing_BPAC11_open_tp4_0_sl4_0_cap10__3f__day_of_month_bucket=first_half__sma50_slope_20d=up_1_5__volume_ratio_5v20=low,open_tp4_0_sl4_0_cap10,open -> alvo 4% / stop 4% em ate 10 pregoes,open,target_stop_swing,4.0000,4.0000,10,3,Dia do mes (bucket): primeira metade; Inclinacao da MM50 em 20D: acima leve; Volume 5D vs 20D: baixo,"day_of_month_bucket,sma50_slope_20d,volume_ratio_5v20",60,90.0000,3.3169,12.7172,54,4,18,88.8889,3.1111,4,100.0000,4.0000,38,89.4737,3.3425,16,100.0000,4.0000,INF,0,0.0000,0.0000,0.0000,79.8503,2.89339e-10,3.1686e-05,2.7672,3.7918,PASSOU 3/3 (88%/100%/89%),1.62289e-08,715.8546,2018-02-08,2025-11-10
1,BRAP4,r10_swing_BRAP4_close_tp8_0_sl5_0_cap20__3f__month_of_year=q4__sma20_slope_5d=up_1_5__sma50_slope_10d=up_5_10,close_tp8_0_sl5_0_cap20,close -> alvo 8% / stop 5% em ate 20 pregoes,close,target_stop_swing,8.0000,5.0000,20,3,Mes do ano (trimestre): quarto trimestre; Inclinacao da MM20 em 5D: acima leve; Inclinacao da MM50 em 10D: acima forte,"month_of_year,sma20_slope_5d,sma50_slope_10d",40,85.0000,7.0855,29.3418,34,2,6,100.0000,8.0000,34,82.3529,6.9241,0,0.0000,0.0000,16,100.0000,8.0000,INF,0,0.0000,0.0000,0.0000,70.9274,4.77748e-06,3.1686e-05,6.1020,7.8677,PASSOU 2/2 (100%/82%/—),1.81218e-05,755.7643,2020-12-28,2025-12-30
2,BRAP4,r10_swing_BRAP4_close_tp6_0_sl4_0_cap20__3f__close_vs_ema200=far_dn__prev_ret_10d=dn_5_8__range_position_20d=near_low,close_tp6_0_sl4_0_cap20,close -> alvo 6% / stop 4% em ate 20 pregoes,close,target_stop_swing,6.0000,4.0000,20,3,Fechamento vs EMA200: muito abaixo; Retorno acumulado 10D: queda de 5% a 8%; Posicao no range 20D: fechou perto da minima,"close_vs_ema200,prev_ret_10d,range_position_20d",34,94.1176,5.4118,24.0000,32,2,4,100.0000,6.0000,4,100.0000,6.0000,26,92.3077,5.2308,16,100.0000,6.0000,INF,0,0.0000,0.0000,0.0000,80.9061,1.34033e-07,3.1686e-05,4.5294,6.0000,PASSOU 3/3 (100%/100%/92%),1.26592e-06,753.1196,2019-08-23,2025-01-14
3,BRAP4,r10_swing_BRAP4_open_tp8_0_sl5_0_cap20__3f__month_of_year=q4__sma20_vs_sma50=up_1_5__vol_ratio_5v20=high,open_tp8_0_sl5_0_cap20,open -> alvo 8% / stop 5% em ate 20 pregoes,open,target_stop_swing,8.0000,5.0000,20,3,Mes do ano (trimestre): quarto trimestre; MM20 vs MM50: acima leve; Volatilidade 5D vs 20D: alto,"month_of_year,sma20_vs_sma50,vol_ratio_5v20",42,95.2381,7.3810,32.0000,40,2,28,100.0000,8.0000,14,85.7143,6.1429,0,0.0000,0.0000,32,87.5000,7.8640,INF,0,0.0000,0.0000,0.0000,84.2099,2.27306e-09,1.10526e-05,6.4524,8.0000,PASSOU 2/2 (100%/85%/—),7.03535e-08,750.3714,2018-10-26,2025-11-11
1,BRAV3,r10_swing_BRAV3_open_tp6_0_sl4_0_cap20__3f__days_to_options_expiry=far__sma20_vs_sma50=dn_5_10__sma50_slope_10d=dn_5_10,open_tp6_0_sl4_0_cap20,open -> alvo 6% / stop 4% em ate 20 pregoes,open,target_stop_swing,6.0000,4.0000,20,3,Dias ate vencimento de opcoes B3: vencimento distante; MM20 vs MM50: abaixo forte; Inclinacao da MM50 em 10D: abaixo forte,"days_to_options_expiry,sma20_vs_sma50,sma50_slope_10d",48,83.3333,4.3333,7.5000,40,8,0,0.0000,0.0000,18,88.8889,4.8889,30,80.0000,4.0000,26,84.6154,4.4615,8.2500,0,0.0000,0.0000,0.0000,70.4219,1.93185e-06,0.000207751,3.0833,5.3750,PASSOU 2/2 (—/88%/80%),8.92665e-06,635.4879,2021-09-20,2025-12-08
2,BRAV3,r10_swing_BRAV3_open_tp6_0_sl4_0_cap15__3f__days_to_options_expiry=far__sma20_vs_sma50=dn_5_10__sma50_slope_10d=dn_5_10,open_tp6_0_sl4_0_cap15,open -> alvo 6% / stop 4% em ate 15 pregoes,open,target_stop_swing,6.0000,4.0000,15,3,Dias ate vencimento de opcoes B3: vencimento distante; MM20 vs MM50: abaixo forte; Inclinacao da MM50 em 10D: abaixo forte,"days_to_options_expiry,sma20_vs_sma50,sma50_slope_10d",48,83.3333,4.3333,7.5000,40,8,0,0.0000,0.0000,18,88.8889,4.8889,30,80.0000,4.0000,26,76.9231,4.4952,14.2465,0,0.0000,0.0000,0.0000,70.4219,1.93185e-06,0.00301983,3.0833,5.3750,PASSOU 2/2 (—/88%/80%),8.92665e-06,605.0557,2021-09-20,2025-12-08
1,CMIG4,r10_swing_CMIG4_close_tp6_0_sl4_0_cap20__3f__positive_days_10d=strong__rsi_14=neutral_low__sma20_vs_sma50=dn_1_5,close_tp6_0_sl4_0_cap20,close -> alvo 6% / stop 4% em ate 20 pregoes,close,target_stop_swing,6.0000,4.0000,20,3,Dias positivos nos ultimos 10 pregoes: 6 a 7 dias positivos em 10D; RSI 14 periodos: RSI neutro baixo; MM20 vs MM50: abaixo leve,"positive_days_10d,rsi_14,sma20_vs_sma50",36,94.4444,5.4444,25.5000,34,2,4,100.0000,6.0000,10,80.0000,4.0000,22,100.0000,6.0000,16,100.0000,6.0000,INF,0,0.0000,0.0000,0.0000,81.8550,4.83165e-08,3.1686e-05,4.6111,6.0000,PASSOU 3/3 (100%/80%/100%),5.84958e-07,756.6199,2018-01-09,2025-04-22
2,CMIG4,r10_swing_CMIG4_open_tp4_0_sl4_0_cap15__3f__close_vs_sma200=dn_1_5__close_vs_sma5=near__sma20_slope_5d=dn_1_5,open_tp4_0_sl4_0_cap15,open -> alvo 4% / stop 4% em ate 15 pregoes,open,target_stop_swing,4.0000,4.0000,15,3,Fechamento vs MM200: abaixo leve; Fechamento vs MM5: perto do equilibrio; Inclinacao da MM20 em 5D: abaixo leve,"close_vs_sma200,close_vs_sma5,sma20_slope_5d",30,100.0000,4.0000,INF,30,0,8,100.0000,4.0000,0,0.0000,0.0000,22,100.0000,4.0000,16,100.0000,4.0000,INF,0,0.0000,0.0000,0.0000,88.6483,2.16546e-08,3.1686e-05,4.0000,4.0000,PASSOU 2/2 (100%/—/100%),3.28966e-07,752.1110,2018-09-21,2025-04-23
3,CMIG4,r10_swing_CMIG4_close_tp6_0_sl4_0_cap20__3f__close_vs_ema200=dn_1_5__days_since_options_expiry=far__vol_ratio_5v20=very_low,close_tp6_0_sl4_0_cap20,close -> alvo 6% / stop 4% em ate 20 pregoes,close,target_stop_swing,6.0000,4.0000,20,3,Fechamento vs EMA200: abaixo leve; Dias desde vencimento de opcoes B3: muito apos vencimento; Volatilidade 5D vs 20D: muito baixo,"close_vs_ema200,days_since_options_expiry,vol_ratio_5v20",40,90.0000,5.0000,13.5000,36,4,26,84.6154,4.4615,2,100.0000,6.0000,12,100.0000,6.0000,20,100.0000,6.0000,INF,0,0.0000,0.0000,0.0000,76.9479,2.10372e-07,3.87556e-06,4.0000,5.7500,PASSOU 2/2 (84%/—/100%),1.85637e-06,738.0663,2018-08-30,2025-04-14
1,CMIN3,r10_swing_CMIN3_open_tp8_0_sl4_0_cap20__3f__close_vs_sma200=near__close_vs_sma5=near__vol_ratio_5v20=very_low,open_tp8_0_sl4_0_cap20,open -> alvo 8% / stop 4% em ate 20 pregoes,open,target_stop_swing,8.0000,4.0000,20,3,Fechamento vs MM200: perto do equilibrio; Fechamento vs MM5: perto do equilibrio; Volatilidade 5D vs 20D: muito baixo,"close_vs_sma200,close_vs_sma5,vol_ratio_5v20",34,94.1176,7.2941,32.0000,32,2,0,0.0000,0.0000,4,100.0000,8.0000,30,93.3333,7.2000,16,100.0000,8.0000,INF,0,0.0000,0.0000,0.0000,80.9061,1.34033e-07,3.1686e-05,6.2353,8.0000,PASSOU 2/2 (—/100%/93%),1.26592e-06,786.7668,2022-12-07,2025-09-19
