rank,ticker,strategy_code,template_code,template_label,entry_rule,exit_mode,target_pct,stop_pct,holding_days,state_size,state_signature,feature_keys,m_trades,m_win_pct,m_avg_return_pct,m_profit_factor,m_take_profit,m_stop_loss,m1_trades,m1_win_pct,m1_avg_return_pct,m2_trades,m2_win_pct,m2_avg_return_pct,m3_trades,m3_win_pct,m3_avg_return_pct,v_trades,v_win_pct,v_avg_return_pct,v_profit_factor,o_trades,o_win_pct,o_avg_return_pct,o_profit_factor,wilson_ci95_lower_pct,binomial_p_mining,binomial_p_val,bootstrap_avg_return_lower_pct,bootstrap_avg_return_upper_pct,walk_forward_status,fdr_q_value,final_score,first_trade_date,last_trade_date
2,AURE3,r11_day_r11day_AURE3_open_tp1_0_sl2_0_cap1__3f__month_of_year=q2__prev_ret_3d=flat__prev_ret_3d_z20=rel_near,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Mes do ano (trimestre): segundo trimestre; Retorno acumulado 3D: neutro; Retorno 3D em z-score 20D: perto do normal,"month_of_year,prev_ret_3d,prev_ret_3d_z20",54,74.0741,0.4031,2.1936,40,6,0,0.0000,0.0000,14,71.4286,0.1429,40,75.0000,0.4941,12,100.0000,1.0000,INF,12,100.0000,1.0000,INF,61.0689,0.000201511,0.00026605,0.1105,0.6710,PASSOU 2/2 (—/71%/75%),0.00280542,606.9154,2022-05-12,2026-05-21
3,AURE3,r11_day_r11day_AURE3_open_tp1_0_sl2_0_cap1__3f__atr_return_1d=rel_near__days_since_options_expiry=settled__rebound_5d=reb_3_6,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Retorno 1D normalizado por ATR: perto do normal; Dias desde vencimento de opcoes B3: ja distante do vencimento; Distancia desde minima 5D: 3% a 6% acima da minima,"atr_return_1d,days_since_options_expiry,rebound_5d",34,76.4706,0.4956,2.8419,26,4,0,0.0000,0.0000,14,71.4286,0.1429,20,80.0000,0.7426,12,100.0000,1.0000,INF,4,50.0000,-0.5000,0.5000,60.0035,0.00101109,0.00026605,0.1309,0.7985,PASSOU 2/2 (—/71%/80%),0.0072246,603.8824,2022-05-24,2026-05-22
1,AXIA3,r11_day_r11mini_AXIA3_close_tp2_0_sl2_0_cap3__3f__close_vs_ema21=up_1_5__prev_ret_20d=up_3_5__upper_wick_ratio_prev=low,close_tp2_0_sl2_0_cap3,close -> alvo 2% / stop 2% em ate 3 pregoes,close,target_stop_swing,2.0000,2.0000,3,3,Fechamento vs EMA21: acima leve; Retorno acumulado 20D: alta de 3% a 5%; Pavio superior do candle: baixo,"close_vs_ema21,prev_ret_20d,upper_wick_ratio_prev",36,83.3333,1.3333,5.0000,30,6,12,100.0000,2.0000,14,71.4286,0.8571,10,80.0000,1.2000,10,100.0000,2.0000,INF,0,0.0000,0.0000,0.0000,68.1089,3.1686e-05,0.000782767,0.7778,1.7778,PASSOU 3/3 (100%/71%/80%),0.000891939,642.5386,2018-11-14,2025-10-29
2,AXIA3,r11_day_r11mini_AXIA3_close_tp2_0_sl2_0_cap3__3f__close_vs_ema200=up_1_5__close_vs_sma50=up_5_10__sma20_slope_5d=near,close_tp2_0_sl2_0_cap3,close -> alvo 2% / stop 2% em ate 3 pregoes,close,target_stop_swing,2.0000,2.0000,3,3,Fechamento vs EMA200: acima leve; Fechamento vs MM50: acima forte; Inclinacao da MM20 em 5D: perto do equilibrio,"close_vs_ema200,close_vs_sma50,sma20_slope_5d",34,82.3529,1.2941,4.6667,28,6,0,0.0000,0.0000,10,100.0000,2.0000,24,75.0000,1.0000,12,100.0000,2.0000,INF,0,0.0000,0.0000,0.0000,66.4859,8.06842e-05,0.00026605,0.8235,1.7647,PASSOU 2/2 (—/100%/75%),0.0016369,638.8704,2022-03-22,2025-03-05
3,AXIA3,r11_day_r11day_AXIA3_close_tp1_0_sl2_0_cap1__3f__close_vs_ema200=dn_1_5__close_vs_ema21=dn_1_5__range_position_10d=lower_band,close_tp1_0_sl2_0_cap1,close -> alvo 1% / stop 2% em ate 1 pregao,close,target_stop_swing,1.0000,2.0000,1,3,Fechamento vs EMA200: abaixo leve; Fechamento vs EMA21: abaixo leve; Posicao no range 10D: fechou na metade inferior,"close_vs_ema200,close_vs_ema21,range_position_10d",44,81.8182,0.4899,2.4927,36,6,6,100.0000,1.0000,8,75.0000,0.2500,30,80.0000,0.4519,10,100.0000,1.0000,INF,0,0.0000,0.0000,0.0000,68.0392,1.21603e-05,0.000782767,0.1667,0.7627,PASSOU 3/3 (100%/75%/80%),0.000529781,627.4407,2018-05-16,2025-08-05
1,AXIA6,r11_day_r11mini_AXIA6_open_tp2_0_sl2_0_cap3__3f__day_of_week=wed__prev_ret_3d_z20=rel_up__rebound_5d=reb_3_6,open_tp2_0_sl2_0_cap3,open -> alvo 2% / stop 2% em ate 3 pregoes,open,target_stop_swing,2.0000,2.0000,3,3,Dia da semana: quarta-feira; Retorno 3D em z-score 20D: acima do normal; Distancia desde minima 5D: 3% a 6% acima da minima,"day_of_week,prev_ret_3d_z20,rebound_5d",38,84.2105,1.3684,5.3333,32,6,12,66.6667,0.6667,16,87.5000,1.5000,10,100.0000,2.0000,10,100.0000,2.0000,INF,4,50.0000,0.0000,1.0000,69.5829,1.23451e-05,0.000782767,0.8421,1.7895,PASSOU 3/3 (66%/87%/100%),0.000529781,647.4750,2018-01-24,2026-04-01
2,AXIA6,r11_day_r11mini_AXIA6_open_tp2_0_sl2_0_cap3__3f__bb_position_20=near_high__rebound_10d=reb_6_10__volume_ratio_20d=normal,open_tp2_0_sl2_0_cap3,open -> alvo 2% / stop 2% em ate 3 pregoes,open,target_stop_swing,2.0000,2.0000,3,3,Posicao nas Bandas de Bollinger 20D: fechou perto da maxima; Distancia desde minima 10D: 6% a 10% acima da minima; Volume vs media 20D: normal,"bb_position_20,rebound_10d,volume_ratio_20d",44,81.8182,1.4258,6.2281,36,6,14,71.4286,0.8571,14,71.4286,1.3384,16,100.0000,2.0000,10,100.0000,2.0000,INF,4,100.0000,2.0000,INF,68.0392,1.21603e-05,0.000782767,1.0335,1.7895,PASSOU 3/3 (71%/71%/100%),0.000529781,644.3751,2019-06-04,2026-01-28
3,AXIA6,r11_day_r11mini_AXIA6_close_tp2_0_sl1_5_cap3__3f__days_since_options_expiry=settled__dollar_volume_ratio_20d=low__sma20_vs_sma50=up_1_5,close_tp2_0_sl1_5_cap3,close -> alvo 2% / stop 1.5% em ate 3 pregoes,close,target_stop_swing,2.0000,1.5000,3,3,Dias desde vencimento de opcoes B3: ja distante do vencimento; Volume financeiro vs media 20D: baixo; MM20 vs MM50: acima leve,"days_since_options_expiry,dollar_volume_ratio_20d,sma20_vs_sma50",54,77.7778,1.2222,4.6667,42,12,20,70.0000,0.9500,16,75.0000,1.1250,18,88.8889,1.6111,10,100.0000,2.0000,INF,2,0.0000,-0.7807,0.0000,65.0611,2.22903e-05,0.000782767,0.8333,1.5463,PASSOU 3/3 (70%/75%/88%),0.000836118,633.8392,2018-07-27,2026-04-22
1,AZZA3,r11_day_r11mini_AZZA3_close_tp2_0_sl2_0_cap3__3f__close_vs_ema9=dn_5_10__intraday_return_prev=dn_1_3__prev_ret_1d_z20=rel_soft_dn,close_tp2_0_sl2_0_cap3,close -> alvo 2% / stop 2% em ate 3 pregoes,close,target_stop_swing,2.0000,2.0000,3,3,Fechamento vs EMA9: abaixo forte; Retorno intraday do candle de referencia: queda de 1% a 3%; Retorno 1D em z-score 20D: levemente abaixo,"close_vs_ema9,intraday_return_prev,prev_ret_1d_z20",50,76.0000,1.0400,3.1667,38,12,8,75.0000,1.0000,12,66.6667,0.6667,30,80.0000,1.2000,14,85.7143,1.4286,6.0000,4,50.0000,0.0000,1.0000,62.5871,0.000118049,0.0037632,0.5600,1.5200,PASSOU 3/3 (75%/66%/80%),0.00216685,562.9248,2018-03-21,2026-05-11
2,AZZA3,r11_day_r11mini_AZZA3_close_tp2_0_sl2_0_cap2__3f__bb_position_20=upper_band__close_vs_sma200=far_dn__upper_wick_ratio_prev=mid,close_tp2_0_sl2_0_cap2,close -> alvo 2% / stop 2% em ate 2 pregoes,close,target_stop_swing,2.0000,2.0000,2,3,Posicao nas Bandas de Bollinger 20D: fechou na metade superior; Fechamento vs MM200: muito abaixo; Pavio superior do candle: medio,"bb_position_20,close_vs_sma200,upper_wick_ratio_prev",30,73.3333,0.9333,2.7500,22,8,10,80.0000,1.2000,0,0.0000,0.0000,20,70.0000,0.8000,14,85.7143,1.4286,6.0000,2,100.0000,2.0000,INF,55.5517,0.00529359,0.0037632,0.2667,1.6000,PASSOU 2/2 (80%/—/70%),0.0195822,539.4722,2018-07-10,2026-01-05
3,AZZA3,r11_day_r11mini_AZZA3_close_tp2_0_sl2_0_cap3__3f__bb_position_20=upper_band__close_vs_sma200=far_dn__upper_wick_ratio_prev=mid,close_tp2_0_sl2_0_cap3,close -> alvo 2% / stop 2% em ate 3 pregoes,close,target_stop_swing,2.0000,2.0000,3,3,Posicao nas Bandas de Bollinger 20D: fechou na metade superior; Fechamento vs MM200: muito abaixo; Pavio superior do candle: medio,"bb_position_20,close_vs_sma200,upper_wick_ratio_prev",30,73.3333,0.9333,2.7500,22,8,10,80.0000,1.2000,0,0.0000,0.0000,20,70.0000,0.8000,14,85.7143,1.4286,6.0000,2,100.0000,2.0000,INF,55.5517,0.00529359,0.0037632,0.2667,1.6000,PASSOU 2/2 (80%/—/70%),0.0195822,539.4722,2018-07-10,2026-01-05
1,B3SA3,r11_day_r11day_B3SA3_open_tp1_0_sl2_0_cap1__3f__days_since_options_expiry=settled__prev_ret_5d=dn_3_5__prev_ret_5d_z20=rel_shock_dn,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Dias desde vencimento de opcoes B3: ja distante do vencimento; Retorno acumulado 5D: queda de 3% a 5%; Retorno 5D em z-score 20D: muito abaixo do normal,"days_since_options_expiry,prev_ret_5d,prev_ret_5d_z20",40,85.0000,0.6409,4.0647,34,4,14,85.7143,0.5714,8,100.0000,1.0000,18,77.7778,0.5353,12,100.0000,1.0000,INF,2,0.0000,-2.0000,0.0000,70.9274,4.77748e-06,0.00026605,0.3272,0.8954,PASSOU 3/3 (85%/100%/77%),0.000307505,638.2245,2018-04-26,2026-05-19
2,B3SA3,r11_day_r11mini_B3SA3_close_tp2_0_sl2_0_cap3__3f__drawdown_10d=dd_6_10__positive_days_10d=strong__upper_wick_ratio_prev=low,close_tp2_0_sl2_0_cap3,close -> alvo 2% / stop 2% em ate 3 pregoes,close,target_stop_swing,2.0000,2.0000,3,3,Queda desde maxima 10D: 6% a 10% abaixo da maxima; Dias positivos nos ultimos 10 pregoes: 6 a 7 dias positivos em 10D; Pavio superior do candle: baixo,"drawdown_10d,positive_days_10d,upper_wick_ratio_prev",30,80.0000,1.2000,4.0000,24,6,16,75.0000,1.0000,4,100.0000,2.0000,10,80.0000,1.2000,10,100.0000,2.0000,INF,2,100.0000,2.0000,INF,62.6940,0.00050756,0.000782767,0.6667,1.7333,PASSOU 3/3 (75%/100%/80%),0.00473361,625.4051,2018-06-12,2026-02-04
3,B3SA3,r11_day_r11mini_B3SA3_open_tp2_0_sl2_0_cap2__3f__drawdown_20d=dd_10_15__gap_filled_prev=gap_dn_filled__prev_ret_1d=flat,open_tp2_0_sl2_0_cap2,open -> alvo 2% / stop 2% em ate 2 pregoes,open,target_stop_swing,2.0000,2.0000,2,3,Queda desde maxima 20D: 10% a 15% abaixo da maxima; Gap do candle de referencia preenchido: gap de baixa preenchido; Retorno acumulado 1D: neutro,"drawdown_20d,gap_filled_prev,prev_ret_1d",42,76.1905,1.0476,3.2000,32,10,8,100.0000,2.0000,22,72.7273,0.9091,12,66.6667,0.6667,10,100.0000,2.0000,INF,0,0.0000,0.0000,0.0000,61.4722,0.000343604,0.000782767,0.5714,1.5238,PASSOU 3/3 (100%/72%/66%),0.00396721,620.9773,2018-05-21,2025-12-22
1,BBAS3,r11_day_r11day_BBAS3_open_tp1_0_sl2_0_cap1__3f__day_of_week=fri__prev_ret_2d=up_1_3__prev_ret_3d=flat,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Dia da semana: sexta-feira; Retorno acumulado 2D: alta de 1% a 3%; Retorno acumulado 3D: neutro,"day_of_week,prev_ret_2d,prev_ret_3d",32,93.7500,0.9738,INF,30,0,12,100.0000,1.0000,6,100.0000,1.0000,14,85.7143,0.9401,10,100.0000,1.0000,INF,0,0.0000,0.0000,0.0000,79.8525,3.72109e-07,0.000782767,0.9344,1.0000,PASSOU 3/3 (100%/100%/85%),6.75617e-05,669.0222,2018-01-12,2025-12-26
2,BBAS3,r11_day_r11mini_BBAS3_close_tp2_0_sl2_0_cap3__3f__bb_position_20=near_high__close_vs_sma50=up_1_5__prev_ret_5d=up_5_8,close_tp2_0_sl2_0_cap3,close -> alvo 2% / stop 2% em ate 3 pregoes,close,target_stop_swing,2.0000,2.0000,3,3,Posicao nas Bandas de Bollinger 20D: fechou perto da maxima; Fechamento vs MM50: acima leve; Retorno acumulado 5D: alta de 5% a 8%,"bb_position_20,close_vs_sma50,prev_ret_5d",34,88.2353,1.8450,INF,30,0,16,75.0000,1.6706,16,100.0000,2.0000,2,100.0000,2.0000,10,100.0000,2.0000,INF,0,0.0000,0.0000,0.0000,73.3788,4.12146e-06,0.000782767,1.6831,1.9765,PASSOU 2/2 (75%/100%/—),0.000297677,665.5907,2018-01-02,2025-11-04
3,BBAS3,r11_day_r11day_BBAS3_open_tp1_0_sl2_0_cap1__3f__close_vs_sma50=up_1_5__month_of_year=q4__prev_ret_5d_z20=rel_shock_up,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Fechamento vs MM50: acima leve; Mes do ano (trimestre): quarto trimestre; Retorno 5D em z-score 20D: muito acima do normal,"close_vs_sma50,month_of_year,prev_ret_5d_z20",56,85.7143,0.5714,3.0000,48,8,20,90.0000,0.7000,26,76.9231,0.3077,10,100.0000,1.0000,10,100.0000,1.0000,INF,0,0.0000,0.0000,0.0000,74.2638,4.52503e-08,0.000782767,0.2500,0.7857,PASSOU 3/3 (90%/76%/100%),1.90094e-05,646.7809,2019-10-23,2025-12-03
1,BBDC3,r11_day_r11day_BBDC3_open_tp1_0_sl2_0_cap1__3f__close_vs_ema200=up_1_5__close_vs_sma50=up_1_5__sma20_vs_sma50=up_1_5,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Fechamento vs EMA200: acima leve; Fechamento vs MM50: acima leve; MM20 vs MM50: acima leve,"close_vs_ema200,close_vs_sma50,sma20_vs_sma50",40,95.0000,0.8500,9.5000,38,2,6,100.0000,1.0000,34,94.1176,0.8235,0,0.0000,0.0000,10,100.0000,1.0000,INF,0,0.0000,0.0000,0.0000,83.4958,6.29232e-09,0.000782767,0.6250,1.0000,PASSOU 2/2 (100%/94%/—),5.97565e-06,677.4769,2019-10-10,2025-04-23
2,BBDC3,r11_day_r11mini_BBDC3_open_tp2_0_sl2_0_cap3__3f__close_vs_ema200=up_1_5__close_vs_sma50=up_1_5__sma20_vs_sma50=up_1_5,open_tp2_0_sl2_0_cap3,open -> alvo 2% / stop 2% em ate 3 pregoes,open,target_stop_swing,2.0000,2.0000,3,3,Fechamento vs EMA200: acima leve; Fechamento vs MM50: acima leve; MM20 vs MM50: acima leve,"close_vs_ema200,close_vs_sma50,sma20_vs_sma50",40,90.0000,1.7536,18.5360,36,2,6,100.0000,2.0000,34,88.2353,1.7101,0,0.0000,0.0000,10,100.0000,2.0000,INF,0,0.0000,0.0000,0.0000,76.9479,2.10372e-07,0.000782767,1.4304,1.9768,PASSOU 2/2 (100%/88%/—),5.10116e-05,674.2764,2019-10-10,2025-04-23
3,BBDC3,r11_day_r11mini_BBDC3_open_tp2_0_sl2_0_cap3__3f__close_vs_ema200=up_1_5__close_vs_sma50=up_1_5__sma20_slope_5d=near,open_tp2_0_sl2_0_cap3,open -> alvo 2% / stop 2% em ate 3 pregoes,open,target_stop_swing,2.0000,2.0000,3,3,Fechamento vs EMA200: acima leve; Fechamento vs MM50: acima leve; Inclinacao da MM20 em 5D: perto do equilibrio,"close_vs_ema200,close_vs_sma50,sma20_slope_5d",52,84.6154,1.4199,6.2122,44,6,6,100.0000,2.0000,46,82.6087,1.3442,0,0.0000,0.0000,10,100.0000,2.0000,INF,0,0.0000,0.0000,0.0000,72.4757,2.98788e-07,0.000782767,1.0176,1.7692,PASSOU 2/2 (100%/82%/—),6.01093e-05,657.5574,2019-10-10,2025-04-23
1,BBDC4,r11_day_r11day_BBDC4_open_tp1_0_sl2_0_cap1__3f__drawdown_20d=near_high__prev_ret_1d=up_1_3__prev_ret_20d=up_5_8,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Queda desde maxima 20D: perto da maxima; Retorno acumulado 1D: alta de 1% a 3%; Retorno acumulado 20D: alta de 5% a 8%,"drawdown_20d,prev_ret_1d,prev_ret_20d",36,88.8889,0.8023,8.2210,32,2,12,100.0000,1.0000,20,80.0000,0.6442,4,100.0000,1.0000,10,100.0000,1.0000,INF,0,0.0000,0.0000,0.0000,74.6849,1.53234e-06,0.000782767,0.5678,0.9845,PASSOU 3/3 (100%/80%/100%),0.000160066,650.5866,2018-01-03,2025-09-05
2,BBDC4,r11_day_r11mini_BBDC4_open_tp2_0_sl2_0_cap3__3f__close_vs_sma50=up_5_10__drawdown_10d=near_high__prev_ret_3d_z20=rel_up,open_tp2_0_sl2_0_cap3,open -> alvo 2% / stop 2% em ate 3 pregoes,open,target_stop_swing,2.0000,2.0000,3,3,Fechamento vs MM50: acima forte; Queda desde maxima 10D: perto da maxima; Retorno 3D em z-score 20D: acima do normal,"close_vs_sma50,drawdown_10d,prev_ret_3d_z20",40,80.0000,1.3897,6.8043,32,4,12,83.3333,1.7638,24,75.0000,1.1010,4,100.0000,2.0000,16,100.0000,2.0000,INF,0,0.0000,0.0000,0.0000,65.2424,7.39258e-05,3.1686e-05,0.9554,1.7594,PASSOU 3/3 (83%/75%/100%),0.00162727,637.5365,2018-01-17,2025-11-11
