ticker,strategy_code,template_code,template_label,entry_rule,exit_mode,target_pct,stop_pct,holding_days,state_size,state_signature,feature_keys,m_trades,m_success,m_win_pct,m_avg_return_pct,m_net_return_pct,m_take_profit,m_stop_loss,m_profit_factor,m_returns,m1_trades,m1_success,m1_win_pct,m1_avg_return_pct,m2_trades,m2_success,m2_win_pct,m2_avg_return_pct,m3_trades,m3_success,m3_win_pct,m3_avg_return_pct,v_trades,v_success,v_win_pct,v_avg_return_pct,v_profit_factor,v_returns,o_trades,o_success,o_win_pct,o_avg_return_pct,o_profit_factor,o_returns,first_trade_date,last_trade_date,wilson_ci95_lower_pct,binomial_p_mining,binomial_p_val,bootstrap_avg_return_lower_pct,bootstrap_avg_return_upper_pct,walk_forward_status,fdr_q_value,final_score
SANB11,r11_day_r11day_SANB11_open_tp1_0_sl1_5_cap1__3f__gap_filled_prev=no_gap__prev_ret_5d=up_5_8__range_position_5d=near_high,open_tp1_0_sl1_5_cap1,open -> alvo 1% / stop 1.5% em ate 1 pregao,open,target_stop_swing,1.0000,1.5000,1,3,Gap do candle de referencia preenchido: sem gap relevante; Retorno acumulado 5D: alta de 5% a 8%; Posicao no range 5D: fechou perto da maxima,"gap_filled_prev,prev_ret_5d,range_position_5d",32,24,75.0000,0.4093,13.0978,24,7,2.2014,-0.402234;-1.500000;1.000000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;1.000000;1.000000;1.000000;1.000000;-1.500000;1.000000;-1.500000;1.000000;1.000000;1.000000;1.000000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;1.000000;1.000000;1.000000,11,7,63.6364,0.1907,9,7,77.7778,0.4444,12,10,83.3333,0.5833,10,9,90.0000,0.8898,88.1753,1.000000;1.000000;1.000000;1.000000;-0.102069;1.000000;1.000000;1.000000;1.000000;1.000000,1,0,0.0000,-1.5000,0.0000,-1.500000,2018-01-09,2026-02-12,57.8931,0.00233893,0.00570604,0.0530,0.7656,PASSOU 3/3 (63%/77%/83%),0.0120046,554.9908
ITSA4,r11_day_r11day_ITSA4_open_tp1_0_sl2_0_cap1__3f__close_location_prev=lower_band__gap_filled_prev=no_gap__range_ratio_20d=very_low,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Posicao do fechamento no candle: fechou na metade inferior; Gap do candle de referencia preenchido: sem gap relevante; Range vs media 20D: muito baixo,"close_location_prev,gap_filled_prev,range_ratio_20d",58,44,75.8621,0.4026,23.3505,44,10,2.1016,-2.000000;-2.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;-0.598219;-0.598219;0.273467;0.273467;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,10,6,60.0000,-0.2000,22,18,81.8182,0.4545,26,20,76.9231,0.5904,14,12,85.7143,0.7316,6.8250,1.000000;1.000000;-0.879124;-0.879124;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,2,2,100.0000,1.0000,INF,1.000000;1.000000,2018-11-13,2026-01-20,63.4698,4.08954e-05,0.0037632,0.1082,0.6646,PASSOU 3/3 (60%/81%/76%),0.00111106,554.9885
CXSE3,r11_day_r11day_CXSE3_open_tp1_0_sl1_5_cap1__3f__body_ratio_prev=mid__day_of_week=thu__sma20_vs_sma50=near,open_tp1_0_sl1_5_cap1,open -> alvo 1% / stop 1.5% em ate 1 pregao,open,target_stop_swing,1.0000,1.5000,1,3,Corpo do candle de referencia: medio; Dia da semana: quinta-feira; MM20 vs MM50: perto do equilibrio,"body_ratio_prev,day_of_week,sma20_vs_sma50",34,28,82.3529,0.6776,23.0379,28,2,5.6428,1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.276815;-0.276815;-0.704232;-0.704232;1.000000;1.000000,0,0,0.0000,0.0000,8,6,75.0000,0.3750,26,22,84.6154,0.7707,12,10,83.3333,0.5833,3.3333,1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,0,0,0.0000,0.0000,0.0000,,2022-04-28,2025-09-04,66.4859,8.06842e-05,0.0104606,0.4413,0.9123,PASSOU 2/2 (—/75%/84%),0.0016369,554.9790
VIVT3,r11_day_r11day_VIVT3_open_tp1_0_sl2_0_cap1__3f__gap_filled_prev=no_gap__prev_ret_20d=up_3_5__sma20_vs_sma50=near,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Gap do candle de referencia preenchido: sem gap relevante; Retorno acumulado 20D: alta de 3% a 5%; MM20 vs MM50: perto do equilibrio,"gap_filled_prev,prev_ret_20d,sma20_vs_sma50",90,66,73.3333,0.3679,33.1085,66,14,1.9946,1.000000;1.000000;0.198223;0.198223;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;-0.631343;-0.631343;1.000000;1.000000;1.000000;1.000000;-0.368916;-0.368916;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;-0.375229;-0.375229;1.000000;1.000000;1.000000;1.000000;-1.268501;-1.268501;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000,38,30,78.9474,0.4841,30,20,66.6667,0.2000,22,16,72.7273,0.3960,14,12,85.7143,0.7373,7.1503,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.839123;-0.839123;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,4,0,0.0000,-2.0000,0.0000,-2.000000;-2.000000;-2.000000;-2.000000,2018-01-04,2026-04-14,63.3800,4.77748e-06,0.0037632,0.1327,0.6022,PASSOU 3/3 (78%/66%/72%),0.000307505,554.9721
VIVT3,r11_day_r11day_VIVT3_open_tp1_0_sl1_5_cap1__3f__close_vs_ema200=up_1_5__gap_vs_range20=rel_near__prev_ret_3d=flat,open_tp1_0_sl1_5_cap1,open -> alvo 1% / stop 1.5% em ate 1 pregao,open,target_stop_swing,1.0000,1.5000,1,3,Fechamento vs EMA200: acima leve; Gap vs range medio 20D: perto do normal; Retorno acumulado 3D: neutro,"close_vs_ema200,gap_vs_range20,prev_ret_3d",152,108,71.0526,0.3924,59.6500,108,26,2.2326,-0.096611;-0.096611;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;-1.500000;-1.500000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;0.021968;0.021968;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;-0.963996;-0.963996;-0.827830;-0.827830;1.000000;1.000000;-0.522053;-0.522053;-0.832765;-0.832765;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.408947;-0.408947;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.754035;-0.754035;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;-1.500000;-1.500000;-0.290741;-0.290741;1.000000;1.000000;1.000000;1.000000,60,50,83.3333,0.6301,12,8,66.6667,0.4203,80,50,62.5000,0.2100,14,12,85.7143,0.6429,4.0000,1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,2,2,100.0000,1.0000,INF,1.000000;1.000000,2018-06-27,2026-01-19,63.3943,1.04734e-07,0.0037632,0.2452,0.5359,PASSOU 3/3 (83%/66%/62%),3.37484e-05,554.9710
PSSA3,r11_day_r11day_PSSA3_open_tp1_0_sl2_0_cap1__3f__body_ratio_prev=mid__prev_ret_10d=shock_up__sma5_vs_sma20=up_5_10,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Corpo do candle de referencia: medio; Retorno acumulado 10D: choque de alta; MM5 vs MM20: acima forte,"body_ratio_prev,prev_ret_10d,sma5_vs_sma20",66,52,78.7879,0.4410,29.1058,52,12,2.2127,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;-2.000000;-2.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.552904;0.552904;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000,34,30,88.2353,0.6471,16,10,62.5000,-0.1250,16,12,75.0000,0.5691,12,10,83.3333,0.5000,2.5000,1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,10,6,60.0000,-0.2000,0.7500,-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000,2018-01-16,2026-04-14,67.4867,1.45378e-06,0.0104606,0.1683,0.7137,PASSOU 3/3 (88%/62%/75%),0.000160066,554.9644
BBSE3,r11_day_r11day_BBSE3_open_tp1_0_sl1_5_cap1__3f__atr_return_5d=rel_up__prev_ret_10d=up_3_5__range_position_10d=upper_band,open_tp1_0_sl1_5_cap1,open -> alvo 1% / stop 1.5% em ate 1 pregao,open,target_stop_swing,1.0000,1.5000,1,3,Retorno 5D normalizado por ATR: acima do normal; Retorno acumulado 10D: alta de 3% a 5%; Posicao no range 10D: fechou na metade superior,"atr_return_5d,prev_ret_10d,range_position_10d",50,42,84.0000,0.6692,33.4580,42,4,4.9169,-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.602971;-0.602971;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;-0.668024;-0.668024;1.000000;1.000000,22,20,90.9091,0.7727,10,10,100.0000,1.0000,18,12,66.6667,0.3588,10,8,80.0000,0.5000,2.6667,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000,6,2,33.3333,-0.6667,0.3333,-1.500000;-1.500000;1.000000;1.000000;-1.500000;-1.500000,2019-01-08,2026-04-10,71.4855,7.61988e-07,0.0288897,0.4371,0.8666,PASSOU 3/3 (90%/100%/66%),0.000103217,554.9428
CXSE3,r11_day_r11day_CXSE3_open_tp1_0_sl1_5_cap1__3f__drawdown_10d=near_high__rebound_10d=reb_6_10__sma20_slope_5d=near,open_tp1_0_sl1_5_cap1,open -> alvo 1% / stop 1.5% em ate 1 pregao,open,target_stop_swing,1.0000,1.5000,1,3,Queda desde maxima 10D: perto da maxima; Distancia desde minima 10D: 6% a 10% acima da minima; Inclinacao da MM20 em 5D: perto do equilibrio,"drawdown_10d,rebound_10d,sma20_slope_5d",56,40,71.4286,0.4653,26.0548,40,8,2.8087,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.115211;-0.115211;0.230154;0.230154;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.260387;-0.260387;1.000000;1.000000;1.000000;1.000000;-0.827133;-0.827133;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000,0,0,0.0000,0.0000,6,6,100.0000,1.0000,50,34,68.0000,0.4011,18,16,88.8889,0.7222,5.3333,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000,14,6,42.8571,-0.4286,0.5000,-1.500000;-1.500000;-1.500000;-1.500000;-1.500000;-1.500000;1.000000;1.000000;1.000000;1.000000;-1.500000;-1.500000;1.000000;1.000000,2022-07-25,2026-04-08,58.5245,0.000670384,0.000483773,0.2335,0.6895,PASSOU 2/2 (—/100%/68%),0.00577307,554.9413
ENEV3,r11_day_r11day_ENEV3_close_tp1_0_sl2_0_cap1__3f__bb_position_20=near_high__close_location_prev=lower_band__sma50_slope_10d=up_1_5,close_tp1_0_sl2_0_cap1,close -> alvo 1% / stop 2% em ate 1 pregao,close,target_stop_swing,1.0000,2.0000,1,3,Posicao nas Bandas de Bollinger 20D: fechou perto da maxima; Posicao do fechamento no candle: fechou na metade inferior; Inclinacao da MM50 em 10D: acima leve,"bb_position_20,close_location_prev,sma50_slope_10d",50,40,80.0000,0.4403,22.0142,40,8,2.2240,1.000000;1.000000;1.000000;1.000000;-0.992910;-0.992910;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000,30,26,86.6667,0.6671,14,10,71.4286,0.1429,6,4,66.6667,0.0000,12,10,83.3333,0.6919,5.8941,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.848304;-0.848304;1.000000;1.000000;1.000000;1.000000,10,2,20.0000,-0.5702,0.3633,-2.000000;-2.000000;-2.000000;-2.000000;1.000000;1.000000;-0.478091;-0.478091;0.626844;0.626844,2018-10-08,2026-04-17,66.9626,1.10526e-05,0.0104606,0.1201,0.7201,PASSOU 3/3 (86%/71%/66%),0.000526325,554.9255
IGTI11,r11_day_r11day_IGTI11_open_tp1_0_sl2_0_cap1__3f__atr14_pct=high__volume_ratio_20d=low__volume_spike_1d=very_low,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,ATR14 em % do preco: alto; Volume vs media 20D: baixo; Spike de volume vs maximo 5D: muito baixo,"atr14_pct,volume_ratio_20d,volume_spike_1d",30,24,80.0000,0.4380,13.1402,24,5,2.2100,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;-0.859762;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;1.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;1.000000;1.000000;1.000000,0,0,0.0000,0.0000,8,6,75.0000,0.2500,22,18,81.8182,0.5064,15,13,86.6667,0.6000,3.2500,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;1.000000;1.000000;1.000000;-2.000000;1.000000;1.000000;1.000000;1.000000,6,5,83.3333,0.5000,2.5000,1.000000;1.000000;1.000000;-2.000000;1.000000;1.000000,2022-01-26,2026-05-15,62.6940,0.00050756,0.00225441,0.0380,0.8380,PASSOU 2/2 (—/75%/81%),0.00473361,554.9157
IRBR3,r11_day_r11mini_IRBR3_close_tp2_0_sl2_0_cap3__3f__atr_return_5d=rel_soft_dn__range_position_10d=middle__rebound_5d=reb_1_3,close_tp2_0_sl2_0_cap3,close -> alvo 2% / stop 2% em ate 3 pregoes,close,target_stop_swing,2.0000,2.0000,3,3,Retorno 5D normalizado por ATR: levemente abaixo; Posicao no range 10D: fechou no meio; Distancia desde minima 5D: 1% a 3% acima da minima,"atr_return_5d,range_position_10d,rebound_5d",74,58,78.3784,1.3135,97.1985,58,10,5.4420,2.000000;2.000000;0.939692;0.939692;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;0.600400;0.600400;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;-2.000000;-2.000000;2.000000;2.000000;-0.940862;-0.940862;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000,40,28,70.0000,1.1300,14,12,85.7143,1.4286,20,18,90.0000,1.6000,10,8,80.0000,1.2000,4.0000,2.000000;2.000000;2.000000;2.000000;-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000,8,6,75.0000,1.0000,3.0000,-2.000000;-2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000,2018-01-31,2026-05-15,67.7261,5.24747e-07,0.0288897,0.9684,1.6073,PASSOU 3/3 (70%/85%/90%),9.00058e-05,554.9150
EGIE3,r11_day_r11day_EGIE3_open_tp1_0_sl2_0_cap1__3f__day_of_week=fri__dollar_volume_ratio_20d=very_low__drawdown_10d=dd_1_3,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Dia da semana: sexta-feira; Volume financeiro vs media 20D: muito baixo; Queda desde maxima 10D: 1% a 3% abaixo da maxima,"day_of_week,dollar_volume_ratio_20d,drawdown_10d",54,40,74.0741,0.4477,24.1763,40,6,2.4942,-1.186940;-1.186940;0.178109;0.178109;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.024069;-0.024069;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.878966;-0.878966;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000,20,14,70.0000,0.3991,20,16,80.0000,0.5976,14,10,71.4286,0.3030,16,14,87.5000,0.6250,3.5000,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000,2,2,100.0000,1.0000,INF,1.000000;1.000000,2018-01-26,2026-02-06,61.0689,0.000201511,0.00134997,0.1586,0.6933,PASSOU 3/3 (70%/80%/71%),0.00280542,554.8916
ABEV3,r11_day_r11day_ABEV3_open_tp1_0_sl2_0_cap1__3f__close_vs_ema200=up_1_5__prev_ret_5d=dn_1_3__sma20_slope_5d=near,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Fechamento vs EMA200: acima leve; Retorno acumulado 5D: queda de 1% a 3%; Inclinacao da MM20 em 5D: perto do equilibrio,"close_vs_ema200,prev_ret_5d,sma20_slope_5d",124,88,70.9677,0.3792,47.0216,88,14,2.1193,1.000000;1.000000;1.000000;1.000000;0.438596;0.438596;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;-2.000000;-2.000000;1.000000;1.000000;-2.000000;-2.000000;-0.902333;-0.902333;1.000000;1.000000;1.000000;1.000000;-1.058195;-1.058195;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.777969;-0.777969;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.256409;-0.256409;-0.715222;-0.715222;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.760457;-0.760457;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-1.298711;-1.298711;0.077331;0.077331;-0.232741;-0.232741;1.000000;1.000000;-1.003094;-1.003094,38,24,63.1579,0.1304,44,34,77.2727,0.5677,42,30,71.4286,0.4068,14,12,85.7143,0.9652,INF,1.000000;1.000000;0.756428;0.756428;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,2,2,100.0000,1.0000,INF,1.000000;1.000000,2019-02-19,2026-05-04,62.4440,1.50961e-06,0.0037632,0.1861,0.5563,PASSOU 3/3 (63%/77%/71%),0.000160066,554.8703
CSNA3,r11_day_r11mini_CSNA3_close_tp3_0_sl2_5_cap3__3f__atr_return_5d=rel_dn__close_vs_ema21=dn_5_10__sma5_vs_sma20=dn_5_10,close_tp3_0_sl2_5_cap3,close -> alvo 3% / stop 2.5% em ate 3 pregoes,close,target_stop_swing,3.0000,2.5000,3,3,Retorno 5D normalizado por ATR: abaixo do normal; Fechamento vs EMA21: abaixo forte; MM5 vs MM20: abaixo forte,"atr_return_5d,close_vs_ema21,sma5_vs_sma20",74,56,75.6757,1.7416,128.8811,56,16,4.2220,3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;-2.500000;-2.500000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000;-2.500000;-2.500000;0.440526;0.440526;3.000000;3.000000;3.000000;3.000000,26,24,92.3077,2.5769,24,16,66.6667,1.1667,24,16,66.6667,1.4117,10,8,80.0000,1.9000,4.8000,3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;-2.500000;-2.500000,6,0,0.0000,-2.5000,0.0000,-2.500000;-2.500000;-2.500000;-2.500000;-2.500000;-2.500000,2018-03-20,2026-03-04,64.7935,4.99868e-06,0.0288897,1.1868,2.2568,PASSOU 3/3 (92%/66%/66%),0.000312218,554.8644
SANB11,r11_day_r11day_SANB11_open_tp1_0_sl2_0_cap1__3f__engulfing_prev=none__prev_ret_10d=shock_up__rebound_5d=reb_3_6,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Engolfo do candle de referencia: sem engolfo; Retorno acumulado 10D: choque de alta; Distancia desde minima 5D: 3% a 6% acima da minima,"engulfing_prev,prev_ret_10d,rebound_5d",40,32,80.0000,0.4487,17.9466,32,6,2.2770,-2.000000;1.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;1.000000;1.000000;-1.861349;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;1.000000;1.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.192067,25,20,80.0000,0.4055,5,3,60.0000,-0.2000,10,9,90.0000,0.8808,13,11,84.6154,0.6854,5.2639,1.000000;1.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.089697,4,3,75.0000,0.2500,1.5000,1.000000;1.000000;1.000000;-2.000000,2018-01-31,2026-04-14,65.2424,7.39258e-05,0.00627747,0.0771,0.7785,PASSOU 3/3 (80%/60%/90%),0.00162727,554.8549
AURE3,r11_day_r11day_AURE3_open_tp1_0_sl2_0_cap1__3f__drawdown_10d=dd_1_3__prev_ret_3d=up_1_3__range_ratio_20d=normal,open_tp1_0_sl2_0_cap1,open -> alvo 1% / stop 2% em ate 1 pregao,open,target_stop_swing,1.0000,2.0000,1,3,Queda desde maxima 10D: 1% a 3% abaixo da maxima; Retorno acumulado 3D: alta de 1% a 3%; Range vs media 20D: normal,"drawdown_10d,prev_ret_3d,range_ratio_20d",42,34,80.9524,0.6946,29.1748,34,2,6.2998,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-0.752446;-0.752446;1.000000;1.000000;1.000000;1.000000;0.339846;0.339846;0.000003;0.000003;1.000000;1.000000,0,0,0.0000,0.0000,10,10,100.0000,1.0000,32,24,75.0000,0.5992,12,10,83.3333,0.5000,2.5000,-2.000000;-2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,2,2,100.0000,1.0000,INF,1.000000;1.000000,2022-07-01,2026-02-24,66.6989,3.0132e-05,0.0104606,0.4482,0.8810,PASSOU 2/2 (—/100%/75%),0.000891939,554.8402
